"","scaffold","start","end","mid","sites","pi_meg","pi_toro","dxy_meg_toro","Fst_meg_toro","windowID"
"665","scaffold_3",2850001,2900000,2873416,4806,0.0622,0.0501,0.0707,0.1149,665
"666","scaffold_3",2900001,2950000,2926280,4561,0.0701,0.0586,0.0689,0.0345,666
"667","scaffold_3",2950001,3000000,2975065,4932,0.0721,0.0602,0.0779,0.0819,667
"668","scaffold_3",3000001,3050000,3025880,4624,0.0599,0.0686,0.074,0.0723,668
"669","scaffold_3",3050001,3100000,3075595,5202,0.0572,0.0602,0.0687,0.08,669
"670","scaffold_3",3100001,3150000,3123290,4958,0.0618,0.0641,0.0791,0.1158,670
"671","scaffold_3",3150001,3200000,3174549,4539,0.0608,0.0573,0.0696,0.0829,671
"672","scaffold_3",3200001,3250000,3225602,4791,0.0794,0.0739,0.0849,0.0515,672
"673","scaffold_3",3250001,3300000,3274550,4937,0.0693,0.0553,0.0733,0.0816,673
"674","scaffold_3",3300001,3350000,3327277,4931,0.0903,0.0745,0.0915,0.0525,674
"675","scaffold_3",3350001,3400000,3373410,5097,0.0642,0.0624,0.0726,0.0689,675
"676","scaffold_3",3400001,3450000,3425930,4068,0.0636,0.0646,0.0744,0.0751,676
"677","scaffold_3",3450001,3500000,3474938,4951,0.0498,0.0494,0.0595,0.0923,677
"678","scaffold_3",3500001,3550000,3525163,4589,0.0756,0.0679,0.0834,0.0757,678
"679","scaffold_3",3550001,3600000,3575101,5773,0.0514,0.0544,0.0615,0.0768,679
"680","scaffold_3",3600001,3650000,3624151,5080,0.0715,0.0579,0.0755,0.0767,680
"681","scaffold_3",3650001,3700000,3673242,5562,0.0879,0.0881,0.0968,0.0482,681
"682","scaffold_3",3700001,3750000,3725598,5001,0.0726,0.0569,0.0724,0.0557,682
"683","scaffold_3",3750001,3800000,3775073,5448,0.0589,0.0591,0.0681,0.0729,683
"684","scaffold_3",3800001,3850000,3823094,5075,0.0485,0.0444,0.0544,0.0797,684
"685","scaffold_3",3850001,3900000,3876116,5252,0.0442,0.0396,0.0478,0.066,685
"686","scaffold_3",3900001,3950000,3922925,5437,0.043,0.0482,0.053,0.0772,686
"687","scaffold_3",3950001,4000000,3974810,5449,0.0598,0.0587,0.0697,0.0825,687
"688","scaffold_3",4000001,4050000,4024632,5216,0.0443,0.0445,0.0534,0.0936,688
"689","scaffold_3",4050001,4100000,4078542,7595,0.0753,0.0916,0.0898,0.0376,689
"690","scaffold_3",4100001,4150000,4126442,4943,0.0576,0.0514,0.0662,0.0976,690
"691","scaffold_3",4150001,4200000,4176222,5305,0.0481,0.0434,0.0536,0.0801,691
"692","scaffold_3",4200001,4250000,4222025,4650,0.0565,0.0543,0.067,0.0958,692
"693","scaffold_3",4250001,4300000,4275674,4985,0.0726,0.0753,0.0833,0.0606,693
"694","scaffold_3",4300001,4350000,4324557,4700,0.0689,0.07,0.0782,0.0597,694
"695","scaffold_3",4350001,4400000,4376121,4558,0.0678,0.0699,0.0774,0.0593,695
"696","scaffold_3",4400001,4450000,4423482,4757,0.0532,0.0583,0.0673,0.0956,696
"697","scaffold_3",4450001,4500000,4472643,5146,0.0509,0.0445,0.055,0.0721,697
"698","scaffold_3",4500001,4550000,4527240,5106,0.0783,0.0801,0.0895,0.0618,698
"699","scaffold_3",4550001,4600000,4574238,4662,0.0662,0.0677,0.0745,0.0541,699
"700","scaffold_3",4600001,4650000,4625050,4220,0.0716,0.0896,0.0877,0.0435,700
"701","scaffold_3",4650001,4700000,4675267,4119,0.0777,0.0774,0.0845,0.0436,701
"702","scaffold_3",4700001,4750000,4723504,3475,0.0754,0.0654,0.0832,0.0842,702
"703","scaffold_3",4750001,4800000,4776321,3732,0.1226,0.1131,0.1289,0.0453,703
"704","scaffold_3",4800001,4850000,4826315,3762,0.0611,0.0563,0.065,0.0517,704
"705","scaffold_3",4850001,4900000,4873985,3882,0.0709,0.0688,0.079,0.062,705
"706","scaffold_3",4900001,4950000,4925452,3441,0.0733,0.0591,0.0814,0.1037,706
"707","scaffold_3",4950001,5000000,4975820,3647,0.0624,0.0557,0.0685,0.075,707
"708","scaffold_3",5000001,5050000,5023841,3338,0.0544,0.0523,0.0664,0.1101,708
"709","scaffold_3",5050001,5100000,5075164,3299,0.0518,0.0515,0.0644,0.1111,709
"710","scaffold_3",5100001,5150000,5127363,3886,0.0533,0.0488,0.0583,0.0667,710
"711","scaffold_3",5150001,5200000,5173959,3322,0.0641,0.0586,0.0724,0.0833,711
"712","scaffold_3",5200001,5250000,5225433,5167,0.0425,0.0526,0.0531,0.0572,712
"713","scaffold_3",5250001,5300000,5275668,4285,0.0631,0.0579,0.0703,0.0757,713
"714","scaffold_3",5300001,5350000,5325519,5240,0.0417,0.0442,0.0491,0.0674,714
"715","scaffold_3",5350001,5400000,5375182,4413,0.0615,0.0517,0.0719,0.1199,715
"716","scaffold_3",5400001,5450000,5423192,5410,0.0601,0.0647,0.0685,0.0471,716
"717","scaffold_3",5450001,5500000,5474918,4793,0.0714,0.0565,0.0748,0.0779,717
"718","scaffold_3",5500001,5550000,5525817,4223,0.0606,0.0566,0.0741,0.1183,718
"719","scaffold_3",5550001,5600000,5574046,4753,0.0584,0.0434,0.0614,0.0932,719
"720","scaffold_3",5600001,5650000,5625178,4713,0.074,0.0845,0.0909,0.0698,720
"721","scaffold_3",5650001,5700000,5676086,5082,0.069,0.0686,0.0747,0.0418,721
"722","scaffold_3",5700001,5750000,5724774,5074,0.0802,0.0626,0.0892,0.111,722
"723","scaffold_3",5750001,5800000,5774584,4849,0.0889,0.0877,0.0933,0.0275,723
"724","scaffold_3",5800001,5850000,5822916,4828,0.0854,0.0632,0.0818,0.0482,724
"725","scaffold_3",5850001,5900000,5873957,4683,0.0681,0.0813,0.0839,0.0596,725
"726","scaffold_3",5900001,5950000,5924721,4255,0.0825,0.1025,0.1004,0.0419,726
"727","scaffold_3",5950001,6000000,5974050,4471,0.0906,0.0831,0.0951,0.046,727
"728","scaffold_3",6000001,6050000,6024628,5409,0.0396,0.0442,0.0522,0.1118,728
"729","scaffold_3",6050001,6100000,6071933,5540,0.056,0.0572,0.0632,0.0557,729
"730","scaffold_3",6100001,6150000,6124835,4305,0.0729,0.0707,0.0795,0.0519,730
"731","scaffold_3",6150001,6200000,6174083,4295,0.0767,0.0698,0.0839,0.0684,731
"732","scaffold_3",6200001,6250000,6224147,5086,0.1182,0.0979,0.1172,0.0406,732
"733","scaffold_3",6250001,6300000,6275243,4563,0.0598,0.0636,0.0723,0.0803,733
"734","scaffold_3",6300001,6350000,6325005,4814,0.0466,0.0374,0.0507,0.0944,734
"735","scaffold_3",6350001,6400000,6374739,4910,0.0512,0.052,0.0606,0.0811,735
"736","scaffold_3",6400001,6450000,6425959,4337,0.0601,0.0541,0.063,0.0498,736
"737","scaffold_3",6450001,6500000,6475926,4629,0.0775,0.0656,0.0804,0.0588,737
"738","scaffold_3",6500001,6550000,6525050,5093,0.075,0.0648,0.0716,0.012,738
"739","scaffold_3",6550001,6600000,6574252,4682,0.047,0.0623,0.0611,0.057,739
"740","scaffold_3",6600001,6650000,6625190,5313,0.0464,0.0497,0.0526,0.0459,740
"741","scaffold_3",6650001,6700000,6675710,5380,0.049,0.0457,0.0546,0.0713,741
"742","scaffold_3",6700001,6750000,6726545,4677,0.0765,0.0709,0.0836,0.0633,742
"743","scaffold_3",6750001,6800000,6773456,4422,0.0431,0.048,0.0551,0.0966,743
"744","scaffold_3",6800001,6850000,6824644,4672,0.0519,0.0459,0.0569,0.076,744
"745","scaffold_3",6850001,6900000,6876616,4524,0.0448,0.0474,0.0518,0.0597,745
"746","scaffold_3",6900001,6950000,6924871,4748,0.0456,0.0531,0.0548,0.0532,746
"747","scaffold_3",6950001,7000000,6975085,4728,0.046,0.0457,0.0531,0.0745,747
"748","scaffold_3",7000001,7050000,7023382,5237,0.0401,0.0364,0.0402,0.0247,748
"749","scaffold_3",7050001,7100000,7074821,5244,0.0703,0.0593,0.0729,0.0592,749
"750","scaffold_3",7100001,7150000,7124393,5148,0.0296,0.0276,0.0334,0.0791,750
"751","scaffold_3",7150001,7200000,7173878,5098,0.0472,0.043,0.0471,0.0214,751
"752","scaffold_3",7200001,7250000,7225161,4768,0.0631,0.0498,0.0705,0.111,752
"753","scaffold_3",7250001,7300000,7276669,5255,0.0436,0.0413,0.0524,0.1064,753
"754","scaffold_3",7300001,7350000,7324019,4835,0.05,0.0534,0.0611,0.0845,754
"755","scaffold_3",7350001,7400000,7376008,4900,0.0643,0.0622,0.0754,0.0887,755
"756","scaffold_3",7400001,7450000,7425336,5622,0.0393,0.0335,0.0437,0.0924,756
"757","scaffold_3",7450001,7500000,7472990,5064,0.0536,0.0573,0.0666,0.0929,757
"758","scaffold_3",7500001,7550000,7525541,4774,0.0562,0.0607,0.0707,0.0965,758
"759","scaffold_3",7550001,7600000,7574938,5280,0.0702,0.0652,0.0754,0.0546,759
"760","scaffold_3",7600001,7650000,7623698,4513,0.089,0.0892,0.0978,0.0471,760
"761","scaffold_3",7650001,7700000,7674591,4856,0.0465,0.0567,0.0568,0.0494,761
"762","scaffold_3",7700001,7750000,7724400,4841,0.0482,0.0603,0.073,0.1506,762
"763","scaffold_3",7750001,7800000,7773627,4642,0.0653,0.0589,0.072,0.0747,763
"764","scaffold_3",7800001,7850000,7823843,4634,0.0582,0.0629,0.0678,0.0575,764
"765","scaffold_3",7850001,7900000,7875261,4167,0.0818,0.0773,0.0876,0.0488,765
"766","scaffold_3",7900001,7950000,7926169,4613,0.0595,0.0646,0.0707,0.0665,766
"767","scaffold_3",7950001,8000000,7974915,5163,0.0578,0.0636,0.069,0.0648,767
"768","scaffold_3",8000001,8050000,8023456,5148,0.0648,0.0529,0.0748,0.12,768
"769","scaffold_3",8050001,8100000,8073966,4444,0.0809,0.0767,0.0954,0.0964,769
"770","scaffold_3",8100001,8150000,8124366,4608,0.0596,0.0502,0.0645,0.0808,770
"771","scaffold_3",8150001,8200000,8178390,5191,0.0395,0.0507,0.0552,0.1037,771
"772","scaffold_3",8200001,8250000,8225824,4658,0.0805,0.0872,0.1028,0.1032,772
"773","scaffold_3",8250001,8300000,8274823,4833,0.0699,0.0787,0.0928,0.1131,773
"774","scaffold_3",8300001,8350000,8324484,5239,0.0696,0.0576,0.076,0.0891,774
"775","scaffold_3",8350001,8400000,8375030,4667,0.0661,0.0658,0.0793,0.0929,775
"776","scaffold_3",8400001,8450000,8426167,4920,0.0585,0.0545,0.0659,0.0779,776
"777","scaffold_3",8450001,8500000,8473512,4178,0.0674,0.065,0.0839,0.1191,777
"778","scaffold_3",8500001,8550000,8524894,4124,0.0664,0.05,0.065,0.0552,778
"779","scaffold_3",8550001,8600000,8575959,4228,0.0769,0.0751,0.0853,0.0586,779
"780","scaffold_3",8600001,8650000,8625973,4821,0.072,0.0705,0.0829,0.0768,780
"781","scaffold_3",8650001,8700000,8674405,5470,0.0686,0.0665,0.0743,0.0481,781
"782","scaffold_3",8700001,8750000,8726338,4706,0.0582,0.0576,0.0621,0.0352,782
"783","scaffold_3",8750001,8800000,8774405,5591,0.0874,0.0792,0.0965,0.0743,783
"784","scaffold_3",8800001,8850000,8824550,6346,0.0679,0.0637,0.0735,0.0561,784
"785","scaffold_3",8850001,8900000,8874672,6198,0.0693,0.0788,0.0852,0.0716,785
"786","scaffold_3",8900001,8950000,8923944,6278,0.0827,0.0792,0.0907,0.0577,786
"787","scaffold_3",8950001,9000000,8975152,5277,0.077,0.0755,0.0898,0.0831,787
"788","scaffold_3",9000001,9050000,9025037,5529,0.0754,0.0641,0.0777,0.0546,788
"789","scaffold_3",9050001,9100000,9074775,5232,0.0785,0.0671,0.0836,0.0695,789
"790","scaffold_3",9100001,9150000,9125347,4696,0.0609,0.069,0.0743,0.0686,790
"791","scaffold_3",9150001,9200000,9175371,4553,0.0628,0.0609,0.0687,0.0535,791
"792","scaffold_3",9200001,9250000,9226685,4373,0.0767,0.0823,0.0853,0.0361,792
"793","scaffold_3",9250001,9300000,9273360,5168,0.0799,0.0622,0.084,0.084,793
"794","scaffold_3",9300001,9350000,9326588,5073,0.0768,0.0742,0.0879,0.0772,794
"795","scaffold_3",9350001,9400000,9375035,4850,0.0812,0.075,0.0916,0.0805,795
"796","scaffold_3",9400001,9450000,9422918,4274,0.0745,0.0712,0.0784,0.0367,796
"797","scaffold_4",1,50000,28173,5061,0.1358,0.1495,0.1452,0.0091,797
"798","scaffold_4",50001,100000,75034,5806,0.1057,0.1249,0.1192,0.0172,798
"799","scaffold_4",100001,150000,123861,4459,0.0914,0.0975,0.1088,0.0721,799
"800","scaffold_4",150001,200000,175106,4576,0.0659,0.0672,0.0784,0.0832,800
"801","scaffold_4",200001,250000,224202,4991,0.082,0.0929,0.0959,0.0469,801
"802","scaffold_4",250001,300000,274441,4964,0.0649,0.0752,0.0798,0.0666,802
"803","scaffold_4",300001,350000,324227,4653,0.0992,0.1109,0.1129,0.0368,803
"804","scaffold_4",350001,400000,376206,4956,0.0757,0.089,0.0916,0.0545,804
"805","scaffold_4",400001,450000,424238,4640,0.0518,0.0653,0.0658,0.0598,805
"806","scaffold_4",450001,500000,473644,5385,0.0895,0.0837,0.0965,0.0549,806
"807","scaffold_4",500001,550000,527162,5299,0.129,0.1163,0.1342,0.0454,807
"808","scaffold_4",550001,600000,575147,5472,0.0489,0.0518,0.057,0.0627,808
"809","scaffold_4",600001,650000,623615,5064,0.0699,0.0679,0.0795,0.0722,809
"810","scaffold_4",650001,700000,673708,5467,0.0365,0.0379,0.0428,0.0717,810
"811","scaffold_4",700001,750000,722288,4871,0.0422,0.0466,0.0508,0.0684,811
"812","scaffold_4",750001,800000,774888,5154,0.0366,0.0415,0.0441,0.0621,812
"813","scaffold_4",800001,850000,824725,4486,0.0648,0.0619,0.0704,0.0532,813
"814","scaffold_4",850001,900000,875807,4838,0.1058,0.1008,0.1087,0.0261,814
"815","scaffold_4",900001,950000,923383,4714,0.05,0.0541,0.0607,0.0778,815
"816","scaffold_4",950001,1000000,975503,6043,0.0334,0.033,0.0369,0.0535,816
"817","scaffold_4",1000001,1050000,1023745,5577,0.0595,0.063,0.0675,0.0489,817
"818","scaffold_4",1050001,1100000,1076229,5309,0.0576,0.0582,0.0635,0.0467,818
"819","scaffold_4",1100001,1150000,1124164,5488,0.0615,0.0639,0.0699,0.0554,819
"820","scaffold_4",1150001,1200000,1175537,5099,0.0772,0.0856,0.0916,0.0604,820
"821","scaffold_4",1200001,1250000,1225688,4295,0.0516,0.0437,0.0545,0.067,821
"822","scaffold_4",1250001,1300000,1275288,4869,0.0617,0.064,0.0723,0.0715,822
"823","scaffold_4",1300001,1350000,1326326,4926,0.1244,0.1125,0.1216,0.0132,823
"824","scaffold_4",1350001,1400000,1373315,4690,0.0514,0.0564,0.063,0.0787,824
"825","scaffold_4",1400001,1450000,1424696,4578,0.0815,0.0677,0.0872,0.0778,825
"826","scaffold_4",1450001,1500000,1473062,5053,0.0617,0.0494,0.0658,0.0845,826
"827","scaffold_4",1500001,1550000,1524173,4949,0.0521,0.0555,0.0619,0.0715,827
"828","scaffold_4",1550001,1600000,1574860,4966,0.1001,0.0997,0.1067,0.0335,828
"829","scaffold_4",1600001,1650000,1625525,5698,0.1171,0.1044,0.12,0.0407,829
"830","scaffold_4",1650001,1700000,1674866,5103,0.087,0.0805,0.0963,0.0704,830
"831","scaffold_4",1700001,1750000,1726075,4632,0.0776,0.0724,0.0816,0.0429,831
"832","scaffold_4",1750001,1800000,1774254,5622,0.0653,0.0589,0.0693,0.0548,832
"833","scaffold_4",1800001,1850000,1823461,4992,0.1012,0.1162,0.1167,0.0363,833
"834","scaffold_4",1850001,1900000,1875791,4823,0.0556,0.056,0.0661,0.0859,834
"835","scaffold_4",1900001,1950000,1925443,4890,0.0733,0.0573,0.0793,0.0967,835
"836","scaffold_4",1950001,2000000,1976008,4257,0.0772,0.0551,0.084,0.1184,836
"837","scaffold_4",2000001,2050000,2025010,4355,0.071,0.0722,0.0884,0.107,837
"838","scaffold_4",2050001,2100000,2075779,4212,0.0707,0.0689,0.084,0.0933,838
"839","scaffold_4",2100001,2150000,2125831,4358,0.1334,0.1385,0.1494,0.0479,839
"840","scaffold_4",2150001,2200000,2175382,4604,0.0526,0.0513,0.0641,0.1061,840
"841","scaffold_4",2200001,2250000,2222405,4800,0.1138,0.113,0.1239,0.0451,841
"842","scaffold_4",2250001,2300000,2275628,5359,0.0602,0.0539,0.0644,0.0611,842
"843","scaffold_4",2300001,2350000,2323792,4717,0.0552,0.0696,0.0817,0.1376,843
"844","scaffold_4",2350001,2400000,2376359,4631,0.0975,0.1035,0.1154,0.0702,844
"845","scaffold_4",2400001,2450000,2424956,4236,0.1295,0.1323,0.1426,0.0435,845
"846","scaffold_4",2450001,2500000,2473795,3471,0.0595,0.0643,0.075,0.0975,846
"847","scaffold_4",2500001,2550000,2526298,4255,0.0562,0.0514,0.0731,0.1537,847
"848","scaffold_4",2550001,2600000,2573930,3946,0.1123,0.0973,0.1203,0.0695,848
"849","scaffold_4",2600001,2650000,2624563,4101,0.0578,0.055,0.0647,0.0694,849
"850","scaffold_4",2650001,2700000,2673470,4042,0.0537,0.0388,0.0524,0.0626,850
"851","scaffold_4",2700001,2750000,2724390,4095,0.0444,0.0505,0.0585,0.1066,851
"852","scaffold_4",2750001,2800000,2777614,4103,0.1203,0.1262,0.128,0.0191,852
"853","scaffold_4",2800001,2850000,2827830,3621,0.0693,0.0665,0.0767,0.0618,853
"854","scaffold_4",2850001,2900000,2875111,3811,0.0617,0.0735,0.0892,0.1407,854
"855","scaffold_4",2900001,2950000,2924026,4319,0.1243,0.131,0.1381,0.04,855
"856","scaffold_4",2950001,3000000,2975817,4551,0.093,0.0796,0.0999,0.0739,856
"857","scaffold_4",3000001,3050000,3024430,5068,0.076,0.0781,0.0845,0.0469,857
"858","scaffold_4",3050001,3100000,3074398,4778,0.0877,0.0851,0.1021,0.0845,858
"859","scaffold_4",3100001,3150000,3126659,5200,0.0687,0.0875,0.0833,0.0328,859
"860","scaffold_4",3150001,3200000,3175260,4188,0.1206,0.1119,0.1312,0.0611,860
"861","scaffold_4",3200001,3250000,3221979,4487,0.0724,0.0673,0.0832,0.0882,861
"862","scaffold_4",3250001,3300000,3275082,4047,0.0495,0.0643,0.0631,0.0531,862
"863","scaffold_4",3300001,3350000,3324894,4706,0.0592,0.0545,0.0659,0.0747,863
"864","scaffold_4",3350001,3400000,3373593,4856,0.062,0.0527,0.065,0.063,864
"865","scaffold_4",3400001,3450000,3425588,5503,0.0714,0.0775,0.0843,0.0635,865
"866","scaffold_4",3450001,3500000,3474220,4760,0.1063,0.0901,0.1104,0.059,866
"867","scaffold_4",3500001,3550000,3526888,4869,0.0671,0.0606,0.0749,0.0801,867
"868","scaffold_4",3550001,3600000,3574546,4609,0.0647,0.0533,0.0709,0.0919,868
"869","scaffold_4",3600001,3650000,3623088,4998,0.0451,0.0488,0.0529,0.0607,869
"870","scaffold_4",3650001,3700000,3674711,5062,0.0509,0.0556,0.0625,0.0821,870
"871","scaffold_4",3700001,3750000,3724480,4374,0.052,0.0491,0.0609,0.0942,871
"872","scaffold_4",3750001,3800000,3775612,4416,0.0901,0.0851,0.0967,0.0503,872
"873","scaffold_4",3800001,3850000,3826107,4915,0.0567,0.0477,0.0604,0.0729,873
"874","scaffold_4",3850001,3900000,3874450,4821,0.0533,0.0506,0.0652,0.1145,874
"875","scaffold_4",3900001,3950000,3924622,5455,0.0336,0.033,0.0417,0.1134,875
"876","scaffold_4",3950001,4000000,3973152,4996,0.047,0.0377,0.0573,0.1505,876
"877","scaffold_4",4000001,4050000,4024671,4635,0.0621,0.0472,0.07,0.1234,877
"878","scaffold_4",4050001,4100000,4074557,4658,0.0599,0.0644,0.0701,0.0607,878
"879","scaffold_4",4100001,4150000,4124333,4248,0.063,0.0674,0.0723,0.0525,879
"880","scaffold_4",4150001,4200000,4176988,4936,0.0492,0.0461,0.0571,0.0906,880
"881","scaffold_4",4200001,4250000,4225558,5641,0.0456,0.0412,0.0513,0.084,881
"882","scaffold_4",4250001,4300000,4274026,5066,0.0454,0.0467,0.0575,0.1127,882
"883","scaffold_4",4300001,4350000,4326340,6035,0.0366,0.0334,0.0434,0.1081,883
"884","scaffold_4",4350001,4400000,4375429,5800,0.0463,0.0372,0.0564,0.1501,884
"885","scaffold_4",4400001,4450000,4426615,6318,0.0641,0.055,0.0674,0.0621,885
"886","scaffold_4",4450001,4500000,4475152,4992,0.0802,0.0732,0.0901,0.0812,886
"887","scaffold_4",4500001,4550000,4525675,4803,0.1059,0.0976,0.1162,0.0667,887
"888","scaffold_4",4550001,4600000,4574734,4274,0.0707,0.0492,0.073,0.0975,888
"889","scaffold_4",4600001,4650000,4624945,4459,0.0672,0.0684,0.0841,0.1088,889
"890","scaffold_4",4650001,4700000,4675154,4895,0.1059,0.1223,0.1335,0.0798,890
"891","scaffold_4",4700001,4750000,4723823,4427,0.0818,0.0751,0.0954,0.0985,891
"892","scaffold_4",4750001,4800000,4775832,4825,0.0501,0.0538,0.0653,0.1159,892
"893","scaffold_4",4800001,4850000,4825116,4754,0.0616,0.0674,0.0829,0.1274,893
"894","scaffold_4",4850001,4900000,4875076,4851,0.1219,0.1109,0.1285,0.05,894
"895","scaffold_4",4900001,4950000,4925276,5033,0.0903,0.1056,0.1156,0.0843,895
"896","scaffold_4",4950001,5000000,4974935,4714,0.059,0.0676,0.0743,0.0818,896
"897","scaffold_4",5000001,5050000,5025580,4941,0.0622,0.0673,0.0784,0.0971,897
"898","scaffold_4",5050001,5100000,5074268,5107,0.0554,0.0666,0.0699,0.0695,898
"899","scaffold_4",5100001,5150000,5124449,5067,0.0699,0.0852,0.0859,0.0523,899
"900","scaffold_4",5150001,5200000,5174681,5028,0.0904,0.1031,0.1023,0.0286,900
"901","scaffold_4",5200001,5250000,5224433,4564,0.0986,0.0962,0.1063,0.0442,901
"902","scaffold_4",5250001,5300000,5275904,4133,0.0782,0.061,0.0852,0.1012,902
"903","scaffold_4",5300001,5350000,5325637,3882,0.0903,0.0797,0.0969,0.0659,903
"904","scaffold_4",5350001,5400000,5374905,4109,0.0668,0.0563,0.0788,0.1232,904
"905","scaffold_4",5400001,5450000,5424958,4130,0.0529,0.0459,0.0634,0.1251,905
"906","scaffold_4",5450001,5500000,5474065,4106,0.0685,0.0764,0.085,0.0812,906
"907","scaffold_4",5500001,5550000,5524755,4135,0.0621,0.054,0.0711,0.1022,907
"908","scaffold_4",5550001,5600000,5577375,4924,0.043,0.0482,0.054,0.0864,908
"909","scaffold_4",5600001,5650000,5625731,4772,0.0796,0.0867,0.093,0.057,909
"910","scaffold_4",5650001,5700000,5677846,5206,0.0413,0.0424,0.048,0.0698,910
"911","scaffold_4",5700001,5750000,5723520,5288,0.059,0.0653,0.0712,0.0692,911
"912","scaffold_4",5750001,5800000,5784006,26372,0.0268,0.0247,0.0293,0.0652,912
"913","scaffold_4",5800001,5850000,5818527,7078,0.0349,0.0357,0.04,0.0628,913
"914","scaffold_4",5850001,5900000,5874645,5245,0.055,0.0673,0.0717,0.0818,914
"915","scaffold_4",5900001,5950000,5924172,4751,0.0542,0.057,0.0615,0.0516,915
"916","scaffold_4",5950001,6000000,5973461,4596,0.0796,0.0755,0.0891,0.0702,916
"917","scaffold_4",6000001,6050000,6025420,4342,0.0467,0.0531,0.0556,0.0561,917
"918","scaffold_4",6050001,6100000,6077273,4873,0.054,0.0569,0.0616,0.0537,918
"919","scaffold_4",6100001,6150000,6124087,5550,0.0289,0.0282,0.0327,0.0682,919
"920","scaffold_4",6150001,6200000,6175241,5119,0.0694,0.0726,0.077,0.0416,920
"921","scaffold_4",6200001,6250000,6224171,4090,0.0629,0.0744,0.087,0.1206,921
"922","scaffold_4",6250001,6300000,6274486,4410,0.105,0.0908,0.1149,0.0802,922
"923","scaffold_4",6300001,6350000,6323780,4427,0.0957,0.0635,0.0935,0.0801,923
"924","scaffold_4",6350001,6400000,6374955,4879,0.0796,0.1042,0.0991,0.0391,924
"925","scaffold_4",6400001,6450000,6425378,4674,0.1287,0.1327,0.1366,0.0222,925
"926","scaffold_4",6450001,6500000,6473317,4773,0.0945,0.0843,0.0952,0.0313,926
"927","scaffold_4",6500001,6550000,6526191,4670,0.106,0.1177,0.1221,0.0447,927
"928","scaffold_4",6550001,6600000,6576018,4465,0.0556,0.0526,0.0636,0.0817,928
"929","scaffold_4",6600001,6650000,6624504,4953,0.0889,0.0935,0.1098,0.0941,929
"930","scaffold_4",6650001,6700000,6673521,4689,0.0775,0.0671,0.0866,0.0907,930
"931","scaffold_4",6700001,6750000,6727341,6148,0.0852,0.0723,0.0865,0.0473,931
"932","scaffold_4",6750001,6800000,6774263,5216,0.0721,0.0856,0.0885,0.0592,932
"933","scaffold_4",6800001,6850000,6824736,4861,0.0803,0.0945,0.0989,0.0635,933
"934","scaffold_4",6850001,6900000,6874731,4735,0.0951,0.0819,0.1004,0.0636,934
"935","scaffold_4",6900001,6950000,6925390,5011,0.0502,0.0387,0.0526,0.0842,935
"936","scaffold_4",6950001,7000000,6976181,5011,0.079,0.0881,0.0913,0.0454,936
"937","scaffold_4",7000001,7050000,7024383,4630,0.0636,0.0573,0.0761,0.1154,937
"938","scaffold_4",7050001,7100000,7076034,4943,0.0508,0.0329,0.0525,0.112,938
"939","scaffold_4",7100001,7150000,7125952,4553,0.0597,0.0679,0.0786,0.1063,939
"940","scaffold_4",7150001,7200000,7173942,5065,0.0648,0.0586,0.0725,0.0814,940
"941","scaffold_4",7200001,7250000,7225638,4972,0.0463,0.0622,0.0666,0.1052,941
"942","scaffold_4",7250001,7300000,7274565,5327,0.0826,0.0787,0.0935,0.0744,942
"943","scaffold_4",7300001,7350000,7324976,4110,0.0688,0.0716,0.0901,0.1263,943
"944","scaffold_4",7350001,7400000,7374499,4129,0.0611,0.0523,0.0693,0.1006,944
"945","scaffold_4",7400001,7450000,7423579,4288,0.0702,0.0884,0.0889,0.0588,945
"946","scaffold_4",7450001,7500000,7479534,4933,0.0683,0.0927,0.0853,0.0298,946
"947","scaffold_4",7500001,7550000,7526245,5090,0.0362,0.0259,0.0354,0.0651,947
"948","scaffold_4",7550001,7600000,7573422,4022,0.0474,0.0481,0.057,0.0896,948
"949","scaffold_4",7600001,7650000,7624701,3716,0.0696,0.0788,0.0862,0.076,949
"950","scaffold_4",7650001,7700000,7674522,3671,0.0634,0.0582,0.0674,0.0519,950
"951","scaffold_4",7700001,7750000,7724373,2907,0.0638,0.0537,0.0691,0.081,951
"952","scaffold_4",7750001,7800000,7774379,3745,0.045,0.0537,0.0612,0.1097,952
"953","scaffold_4",7800001,7850000,7826011,4040,0.0552,0.0576,0.0698,0.1082,953
"954","scaffold_4",7850001,7900000,7874040,4880,0.0819,0.0909,0.1001,0.0749,954
"955","scaffold_4",7900001,7950000,7925099,5110,0.0553,0.0541,0.0656,0.0916,955
"956","scaffold_4",7950001,8000000,7975555,5472,0.0493,0.0507,0.0589,0.0835,956
"957","scaffold_4",8000001,8050000,8024616,4684,0.0778,0.0806,0.0877,0.0516,957
"958","scaffold_4",8050001,8100000,8075991,4922,0.057,0.0545,0.0676,0.0977,958
"959","scaffold_4",8100001,8150000,8124094,4429,0.0558,0.0632,0.0699,0.082,959
"960","scaffold_4",8150001,8200000,8174887,4530,0.0957,0.0948,0.1065,0.0565,960
"961","scaffold_4",8200001,8250000,8224037,5259,0.119,0.1208,0.129,0.0375,961
"962","scaffold_4",8250001,8300000,8274326,4656,0.1134,0.1054,0.1194,0.0441,962
"963","scaffold_4",8300001,8350000,8324032,4683,0.0765,0.0769,0.0848,0.0505,963
"964","scaffold_4",8350001,8400000,8372359,3798,0.109,0.1276,0.1321,0.0563,964
